检测器版本,参数档,验证状态,事件编号,交易日,事件时间,区间均价确认结束时间,品种,合约,事件开始序号,事件锚点开始序号,事件锚点结束序号,事件结束序号,触发原因,合理价,合理价不确定性_跳,有效参考合约数,参考合约列表,价差基线最少样本数,噪声样本数,噪声覆盖秒数,最新成交价,区间成交均价,末笔向下偏离_跳,末笔向下偏离_基点,区间均价向下偏离_跳,区间均价向下偏离_基点,一秒合并成交均价,一秒合并均价向下偏离_跳,末笔触发阈值_跳,区间均价触发阈值_跳,突发偏离_跳,事件确认深度_跳,事件确认深度_基点,确认深度来源,区间增量成交量,区间增量成交额,事件成交量,名义成交额缺口,回归标签,可见末笔恢复确认秒数,区间均价恢复确认秒数,买一恢复确认秒数,数据质量标记
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2602|21:22:47.000,20260127,21:22:47.000,,AG,AG2602,1367000,2714,2714,1367000,visible_execution_drop,27855.5,3.7065,5,"AG2604,AG2606,AG2605,AG2608,AG2610",20,329,290.0,27803.0,27813.2,52.5,18.847265351546373,42.29999999999927,15.18551094038853,,,47.8736,53.00400000000072,48.0,52.5,18.847265351546373,detector_event_depth,10.0,4171980.0,10.0,6344.999999999891,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2603|11:09:26.500,20260127,11:09:26.500,,AG,AG2603,50966500,52285,52285,50966500,visible_execution_drop,28291.0,0.7413,5,"AG2604,AG2606,AG2605,AG2608,AG2602",20,113,290.0,28253.0,28281.25,38.0,13.43183344526528,9.75,3.4463256866141174,,,37.5128,37.5128,33.125,38.0,13.43183344526528,detector_event_depth,4.0,1696875.0,4.0,585.0,trade_recovered_3s,1.0,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2604|00:29:20.000,20260127,00:29:20.000,,AG,AG2604,12560000,25120,25120,12560000,visible_execution_drop,28735.0,8.8956,4,"AG2606,AG2608,AG2602,AG2610",20,548,290.0,28690.0,28710.735849056604,45.0,15.660344527579609,24.26415094339609,8.444110298728411,,,37.5824,33.9448355555617,38.25,45.0,15.660344527579609,detector_event_depth,159.0,68475105.0,159.0,57869.99999999967,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2604|02:07:34.000,20260127,02:07:34.000,,AG,AG2604,18454000,36907,36907,18454000,visible_execution_drop,29625.5,0.0,3,"AG2606,AG2602,AG2610",20,552,290.0,29550.0,29589.946428571428,75.5,25.48480194427098,35.55357142857247,12.001002996935906,,,60.803999999999995,55.3736,44.375,75.5,25.48480194427098,detector_event_depth,56.0,24855555.0,56.0,29865.000000000873,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2604|09:41:16.000,20260127,09:41:16.000,09:41:17.000,AG,AG2604,45675500,44553,44553,45676000,"visible_execution_drop,interval_execution_drop",28188.0,1.4826,3,"AG2606,AG2602,AG2610",20,544,290.0,28158.0,28114.648734177215,30.0,10.642826734780758,73.35126582278463,26.02216043095808,28129.847036328872,58.15296367112751,36.0824,31.082925714272164,63.91314701090414,58.15296367112751,20.630397215527,detector_event_depth,316.0,133263435.0,415.0,347684.9999999991,trade_recovered_3s,0.5,1.5,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2604|09:41:20.500,20260127,09:41:20.500,09:41:21.500,AG,AG2604,45680500,44562,44562,45680500,"visible_execution_drop,interval_execution_drop",28100.25,2.59455,4,"AG2605,AG2608,AG2602,AG2610",20,544,290.0,28064.0,28054.214285714283,36.25,12.90024110105782,46.03571428571741,16.382670718487347,28044.687160940324,55.56283905967575,36.0824,32.8672,38.1821077983077,55.56283905967575,19.773076417354208,detector_event_depth,112.0,47131080.0,112.0,77340.00000000524,trade_recovered_3s,1.0,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2605|22:01:16.500,20260127,22:01:16.500,,AG,AG2605,3676500,7352,7352,3676500,visible_execution_drop,27533.0,8.8956,5,"AG2604,AG2606,AG2608,AG2602,AG2610",20,481,290.0,27505.0,27519.97619047619,28.0,10.169614644245089,13.023809523809176,4.730254430613874,,,24.7216,24.7216,22.0,28.0,10.169614644245089,detector_event_depth,42.0,17337585.0,42.0,8204.999999999782,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2605|01:21:44.500,20260127,01:21:44.500,,AG,AG2605,15704500,31381,31381,15704500,visible_execution_drop,29716.5,7.412999999999999,5,"AG2604,AG2606,AG2608,AG2602,AG2610",20,512,290.0,29637.0,29687.424242424244,79.5,26.75281409318055,29.075757575756143,9.784381598020005,,,59.803999999999995,45.376183333325656,79.5,79.5,26.75281409318055,detector_event_depth,33.0,14695275.0,33.0,14392.49999999929,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2605|14:48:47.000,20260127,14:48:47.000,14:48:48.000,AG,AG2605,64127000,65091,65091,64127000,"visible_execution_drop,interval_execution_drop",28423.5,5.9304,3,"AG2604,AG2608,AG2602",20,430,290.0,28376.0,28379.75,47.5,16.711523915070277,43.75,15.392193079669992,28374.933333333334,48.5666666666657,42.0128,41.76860000000719,41.83333333333394,48.5666666666657,17.086800241583795,detector_event_depth,8.0,3405570.0,8.0,5250.0,trade_recovered_10s,0.5,6.5,5.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2606|00:32:23.500,20260127,00:32:23.500,,AG,AG2606,12743500,25484,25484,12743500,visible_execution_drop,28719.0,0.7413,5,"AG2604,AG2605,AG2608,AG2602,AG2610",20,545,290.0,28678.0,28700.666666666668,41.0,14.276263101082906,18.33333333333212,6.383694882597625,,,34.5824,28.651999999999997,41.0,41.0,14.276263101082906,detector_event_depth,63.0,27122130.0,63.0,17324.999999998854,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2606|02:20:11.000,20260127,02:20:11.000,02:20:12.000,AG,AG2606,19211000,38415,38415,19211500,"visible_execution_drop,interval_execution_drop",29410.0,2.9652,2,"AG2608,AG2602",20,511,290.0,29300.0,29357.25,110.0,37.40224413464808,52.75,17.936076164569876,29351.901315789473,58.0986842105267,46.9432,38.71039999999399,102.64772727272792,110.0,37.40224413464808,detector_event_depth,56.0,24660090.0,140.0,44310.0,trade_recovered_3s,0.5,2.0,1.0,
