检测器版本,参数档,验证状态,事件编号,交易日,事件时间,区间均价确认结束时间,品种,合约,事件开始序号,事件锚点开始序号,事件锚点结束序号,事件结束序号,触发原因,合理价,合理价不确定性_跳,有效参考合约数,参考合约列表,价差基线最少样本数,噪声样本数,噪声覆盖秒数,最新成交价,区间成交均价,末笔向下偏离_跳,末笔向下偏离_基点,区间均价向下偏离_跳,区间均价向下偏离_基点,一秒合并成交均价,一秒合并均价向下偏离_跳,末笔触发阈值_跳,区间均价触发阈值_跳,突发偏离_跳,事件确认深度_跳,事件确认深度_基点,确认深度来源,区间增量成交量,区间增量成交额,事件成交量,名义成交额缺口,回归标签,可见末笔恢复确认秒数,区间均价恢复确认秒数,买一恢复确认秒数,数据质量标记
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2602|02:05:24.000,20260114,02:05:24.000,,AG,AG2602,18324000,34317,34317,18324000,visible_execution_drop,21945.75,0.37065,4,"AG2604,AG2606,AG2608,AG2603",20,317,290.0,21903.0,21917.47619047619,42.75,19.479853730221116,28.273809523809177,12.883501144325974,,,38.2976,38.70266666665349,40.875,42.75,19.479853730221116,detector_event_depth,42.0,13808010.0,42.0,17812.49999999978,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2603|09:48:33.500,20260114,09:48:33.500,,AG,AG2603,46113500,44375,44375,46113500,visible_execution_drop,22545.5,2.9652,5,"AG2604,AG2606,AG2605,AG2608,AG2602",20,149,290.0,22504.0,22521.833333333332,41.5,18.40722095318356,23.66666666666788,10.49729066406506,,,32.152,32.152,40.75,41.5,18.40722095318356,detector_event_depth,6.0,2026965.0,6.0,2130.000000000109,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2603|14:51:48.000,20260114,14:51:48.000,,AG,AG2603,64308000,63352,63352,64308000,visible_execution_drop,22651.5,2.9652,5,"AG2604,AG2606,AG2605,AG2608,AG2602",20,185,290.0,22608.0,22633.3,43.5,19.20402622342891,18.200000000000728,8.034787983136097,,,41.5128,35.93655652173741,43.5,43.5,19.20402622342891,detector_event_depth,10.0,3394995.0,10.0,2730.000000000109,trade_recovered_3s,2.0,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2604|22:30:15.500,20260114,22:30:15.500,,AG,AG2604,5413000,10831,10831,5417500,visible_execution_drop,22179.0,2.9652,3,"AG2605,AG2608,AG2602",20,567,290.0,22155.0,22163.994666666666,24.0,10.821046936291085,15.00533333333442,6.765559012279373,,,20.0,20.0,21.25,24.0,10.821046936291085,detector_event_depth,375.0,124672470.0,2588.0,84405.00000000611,trade_recovered_3s,0.5,,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2604|10:45:53.500,20260114,10:45:53.500,10:45:54.500,AG,AG2604,49553500,50486,50486,49553500,interval_execution_drop,22594.5,8.8956,3,"AG2606,AG2605,AG2602",20,519,290.0,22586.0,22573.060109289618,8.5,3.761977472393724,21.439890710382315,9.488986572122558,22572.810426540284,21.689573459716485,20.0,20.0,13.175604996096808,21.689573459716485,9.599492557797909,detector_event_depth,183.0,61963050.0,183.0,58852.499999999454,trade_recovered_3s,,1.5,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2604|11:28:10.500,20260114,11:28:10.500,,AG,AG2604,52090500,55553,55553,52090500,visible_execution_drop,22643.0,4.4478,3,"AG2605,AG2602,AG2603",20,528,290.0,22620.0,22628.213017751477,23.0,10.15766462041249,14.78698224852269,6.53048723602115,,,20.0,20.0,15.59285714285761,23.0,10.15766462041249,detector_event_depth,169.0,57362520.0,169.0,37485.00000000502,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2604|13:56:09.500,20260114,13:56:09.500,,AG,AG2604,60969500,58912,58912,60969500,visible_execution_drop,22491.5,6.6716999999999995,5,"AG2606,AG2605,AG2608,AG2602,AG2603",20,565,290.0,22462.0,22474.444444444445,29.5,13.116066069403995,17.055555555554747,7.583111644645642,,,27.2216,26.05243636364912,20.9435545385204,29.5,13.116066069403995,detector_event_depth,126.0,42476700.0,126.0,32234.999999998472,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2604|13:56:19.500,20260114,13:56:19.500,13:56:20.500,AG,AG2604,60979500,58932,58932,60981000,"visible_execution_drop,interval_execution_drop",22405.0,2.2239,5,"AG2606,AG2605,AG2608,AG2602,AG2603",20,563,290.0,22390.0,22359.465181058495,15.0,6.694934166480696,45.53481894150536,20.32350767306644,22362.29824561403,42.701754385965614,30.1868,28.706133333358515,27.180652274839304,42.701754385965614,19.05902896048454,detector_event_depth,359.0,120405720.0,883.0,245205.00000000637,trade_recovered_3s,0.5,2.0,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2605|22:30:13.500,20260114,22:30:13.500,,AG,AG2605,5413500,10824,10824,5413500,visible_execution_drop,22182.5,1.4826,3,"AG2608,AG2602,AG2603",20,499,290.0,22150.0,22180.07692307693,32.5,14.651189000338103,2.4230769230744045,1.0923371680714096,,,23.2216,20.0,32.5,32.5,14.651189000338103,detector_event_depth,65.0,21625575.0,65.0,2362.4999999975444,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2605|02:18:08.500,20260114,02:18:08.500,,AG,AG2605,19088000,38014,38014,19088500,visible_execution_drop,21934.0,8.1543,5,"AG2604,AG2606,AG2608,AG2602,AG2603",20,427,290.0,21901.0,21926.32258064516,33.0,15.045135406218655,7.677419354840822,3.500236780724365,,,23.7216,21.911466666653496,28.5,33.0,15.045135406218655,detector_event_depth,31.0,10195740.0,59.0,3570.0000000009823,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2605|14:30:11.000,20260114,14:30:11.000,,AG,AG2605,63011000,62801,62801,63011000,visible_execution_drop,22601.25,4.4478,4,"AG2604,AG2608,AG2602,AG2603",20,432,290.0,22559.0,22578.857142857145,42.25,18.693656324318347,22.392857142855064,9.907795870960706,,,30.151999999999997,28.7432400000205,41.64423076923049,42.25,18.693656324318347,detector_event_depth,28.0,9483120.0,28.0,9404.999999999129,trade_recovered_3s,0.5,,0.5,
