检测器版本,参数档,验证状态,事件编号,交易日,事件时间,区间均价确认结束时间,品种,合约,事件开始序号,事件锚点开始序号,事件锚点结束序号,事件结束序号,触发原因,合理价,合理价不确定性_跳,有效参考合约数,参考合约列表,价差基线最少样本数,噪声样本数,噪声覆盖秒数,最新成交价,区间成交均价,末笔向下偏离_跳,末笔向下偏离_基点,区间均价向下偏离_跳,区间均价向下偏离_基点,一秒合并成交均价,一秒合并均价向下偏离_跳,末笔触发阈值_跳,区间均价触发阈值_跳,突发偏离_跳,区间增量成交量,区间增量成交额,事件成交量,名义成交额缺口,回归标签,可见末笔恢复确认秒数,区间均价恢复确认秒数,买一恢复确认秒数,数据质量标记
aggregated-tick-v1,AUTO_INFERRED_V1,validated,EB2604|13:48:25.740,20260310,13:48:25.740,13:48:26.740,EB,EB2604,60505740,30993,30993,60505740,"visible_execution_drop,interval_execution_drop",9698.5,3.7065,3,"EB2606,EB2609,EB2608",20,337,290.0,9604.0,9652.021677662582,94.5,97.43774810537712,46.47832233741792,47.92320702935291,9630.130571814498,68.36942818550233,45.9084,42.9432,83.5,1061.0,51203975.0,1061.0,246567.50000000207,trade_recovered_3s,1.5,2.5,1.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,EB2605|21:31:42.256,20260310,21:31:42.256,21:31:43.256,EB,EB2605,1902256,3639,3639,1902256,"visible_execution_drop,interval_execution_drop",9922.5,9.6369,3,"EB2604,EB2609,EB2608",20,245,289.5,9854.0,9854.666666666668,68.5,69.03502141597379,67.83333333333212,68.36314772822587,9850.1,72.39999999999964,54.3736,53.68751999999568,37.0,3.0,147820.0,3.0,1017.4999999999818,trade_recovered_3s,1.0,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,EB2605|22:18:07.302,20260310,22:18:07.302,22:18:08.302,EB,EB2605,4687302,8932,8932,4687302,interval_execution_drop,10499.5,9.6369,4,"EB2606,EB2607,EB2609,EB2608",20,298,289.506,10513.0,10391.0,-13.5,-12.857755131196726,108.5,103.33825420258108,10422.090909090908,77.4090909090919,58.19959999999999,71.74188888888182,108.5,8.0,415640.0,8.0,4340.0,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,EB2605|22:25:01.317,20260310,22:25:01.317,22:25:02.317,EB,EB2605,5101317,9561,9561,5101317,interval_execution_drop,10564.5,0.7413,3,"EB2606,EB2607,EB2608",20,294,289.015,10545.0,10393.625,19.5,18.458043447394576,170.875,161.74452174736143,10519.122448979591,45.377551020408646,45.727999999999994,44.3704,151.375,8.0,415745.0,8.0,6835.0,trade_recovered_3s,,3.0,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,EB2605|22:25:28.817,20260310,22:25:28.817,22:25:29.817,EB,EB2605,5128817,9602,9602,5128817,interval_execution_drop,10564.5,9.6369,3,"EB2606,EB2607,EB2608",20,270,289.515,10542.0,10398.0,22.5,21.29774243930143,166.5,157.6032940508306,10475.209302325582,89.29069767441797,48.6932,47.594230999997016,149.25,20.0,1039800.0,20.0,16650.0,quote_only_recovered_3s,,8.0,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,EB2605|22:26:01.819,20260310,22:26:01.819,22:26:02.819,EB,EB2605,5161819,9651,9651,5161819,interval_execution_drop,10562.875,8.1543,4,"EB2606,EB2607,EB2609,EB2608",20,261,289.515,10547.0,10494.166666666668,15.875,15.029052222998,68.70833333333212,65.0470003037356,10507.875,55.0,47.227999999999994,44.5128,53.20833333333212,30.0,1574125.0,30.0,10306.249999999818,quote_only_recovered_3s,,,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,EB2605|22:26:13.819,20260310,22:26:13.819,22:26:14.819,EB,EB2605,5173819,9671,9671,5174319,interval_execution_drop,10561.875,8.1543,4,"EB2606,EB2607,EB2609,EB2608",20,256,289.517,10548.0,10431.333333333332,13.875,13.136872004260608,130.54166666666788,123.59705702507168,10457.142857142857,104.73214285714312,44.8878,42.10217423313108,116.04166666666788,12.0,625880.0,20.0,7832.500000000073,trade_recovered_3s,,2.5,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,EB2605|22:27:23.323,20260310,22:27:23.323,22:27:24.323,EB,EB2605,5243323,9794,9794,5243323,interval_execution_drop,10554.75,1.4826,4,"EB2606,EB2607,EB2609,EB2608",20,292,289.521,10546.0,10402.0,8.75,8.290106350221464,152.75,144.72157085672328,10410.934375,143.81562499999927,69.2692,69.59450909090232,140.4254385964914,300.0,15603000.0,300.0,229125.0,truncated,,,,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,EB2605|22:29:14.323,20260310,22:29:14.323,22:29:15.323,EB,EB2605,5354323,9902,9902,5354323,interval_execution_drop,10549.0,1.4826,3,"EB2607,EB2609,EB2608",20,241,289.515,10543.0,10401.0,6.0,5.687742914020287,148.0,140.2976585458337,10440.0,109.0,75.4844,82.6648,142.0,8.0,416040.0,8.0,5920.0,truncated,,,,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,EB2605|22:37:44.335,20260310,22:37:44.335,22:37:45.335,EB,EB2605,5864335,10495,10495,5864335,interval_execution_drop,10542.5,0.7413,4,"EB2606,EB2607,EB2609,EB2608",20,187,288.005,10545.0,10400.0,-2.5,-2.3713540431586435,142.5,135.1671804600427,10511.35294117647,31.147058823529733,30.7596,26.4368,142.5,8.0,416000.0,8.0,5700.0,quote_only_recovered_3s,,7.5,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,EB2605|22:40:32.835,20260310,22:40:32.835,22:40:33.835,EB,EB2605,6032835,10755,10755,6032835,interval_execution_drop,10509.25,2.59455,4,"EB2606,EB2607,EB2609,EB2608",20,235,289.005,10486.0,10450.8,23.25,22.123367509574894,58.45000000000073,55.617670147727694,10475.391608391608,33.858391608391685,30.401999999999997,28.7944,34.70000000000073,25.0,1306350.0,25.0,7306.250000000091,trade_recovered_3s,,1.5,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,EB2605|22:40:37.335,20260310,22:40:37.335,22:40:38.335,EB,EB2605,6037335,10764,10764,6037335,"visible_execution_drop,interval_execution_drop",10498.0,8.8956,3,"EB2606,EB2607,EB2609",20,243,289.505,10467.0,10444.861111111111,31.0,29.529434177938658,53.13888888888869,50.61810715268497,10460.888198757764,37.11180124223574,30.651999999999997,31.080715789467444,18.775985663081883,72.0,3760150.0,72.0,19129.999999999927,trade_recovered_3s,0.5,1.5,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,EB2605|22:40:54.340,20260310,22:40:54.340,22:40:55.340,EB,EB2605,6054340,10798,10798,6054340,interval_execution_drop,10500.5,2.59455,4,"EB2606,EB2607,EB2609,EB2608",20,262,289.5,10493.0,10442.055555555557,7.5,7.142517022998905,58.444444444443434,55.6587252458868,10451.066666666668,49.43333333333248,40.0476,42.41975999999784,50.87777777777683,36.0,1879570.0,36.0,10519.999999999818,trade_recovered_3s,,1.5,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,EB2605|22:40:58.340,20260310,22:40:58.340,22:40:59.340,EB,EB2605,6058340,10806,10806,6058340,interval_execution_drop,10495.25,8.524949999999999,4,"EB2606,EB2607,EB2609,EB2608",20,267,286.005,10477.0,10412.652173913044,18.25,17.38881875133989,82.59782608695605,78.70019874415192,10432.878787878788,62.37121212121201,39.7976,43.0128,69.47282608695605,23.0,1197455.0,23.0,9498.749999999944,quote_only_recovered_3s,,3.5,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,EB2605|22:41:05.840,20260310,22:41:05.840,22:41:06.840,EB,EB2605,6065840,10821,10821,6065840,interval_execution_drop,10495.0,2.9652,4,"EB2606,EB2607,EB2609,EB2608",20,279,288.005,10469.0,10414.0,26.0,24.773701762744164,81.0,77.1796093377799,10437.285714285714,57.714285714286234,43.0128,45.977999999999994,57.125,24.0,1249680.0,24.0,9720.0,trade_recovered_3s,,1.5,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,EB2605|22:53:02.840,20260310,22:53:02.840,22:53:03.840,EB,EB2605,6782840,12085,12085,6782840,interval_execution_drop,10497.75,7.04235,4,"EB2606,EB2607,EB2609,EB2608",20,136,289.5,10492.0,10394.0,5.75,5.477364197089853,103.75,98.83070181705604,10422.285714285714,75.46428571428623,73.5082,71.16799999999999,96.79166666666606,10.0,519700.0,10.0,5187.5,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,EB2605|13:48:25.740,20260310,13:48:25.740,,EB,EB2605,60505740,29922,29922,60505740,visible_execution_drop,9434.0,4.4478,3,"EB2606,EB2609,EB2608",20,205,290.0,9380.0,9404.719665271969,54.0,57.239771040915834,29.280334728033267,31.037030663592606,,,30.0824,30.3324,51.75,239.0,11238640.0,239.0,34989.99999999975,trade_recovered_3s,1.5,,1.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,EB2606|22:24:44.817,20260310,22:24:44.817,22:24:45.817,EB,EB2606,5084817,6430,6430,5084817,interval_execution_drop,10253.25,2.9652,4,"EB2605,EB2607,EB2609,EB2608",20,104,284.515,10262.0,10092.0,-8.75,-8.533879501621437,161.25,157.2672079584522,10172.0,81.25,47.8736,47.8736,161.25,18.0,908280.0,18.0,14512.5,truncated,,,,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,EB2607|14:09:38.750,20260310,14:09:38.750,,EB,EB2607,61778750,27563,27563,61778750,visible_execution_drop,9196.25,1.85325,3,"EB2604,EB2606,EB2608",20,156,289.508,9150.0,9157.0,46.25,50.29223868424629,39.25,42.68044039690091,,,40.886199999999995,41.7525,25.75,3.0,137355.0,3.0,588.75,trade_recovered_3s,1.5,,3.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,FU2604|13:35:23.500,20260310,13:35:23.500,,FU,FU2604,59723500,29953,29953,59723500,visible_execution_drop,4343.0,0.7413,5,"FU2605,FU2606,FU2609,FU2607,FU2608",20,152,290.0,4301.0,4304.0526315789475,42.0,96.70734515311996,38.94736842105249,89.67849049286781,,,33.152,34.6346,19.25,19.0,817770.0,19.0,7399.999999999973,trade_recovered_3s,1.0,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,FU2605|22:42:31.000,20260310,22:42:31.000,22:42:32.000,FU,FU2605,6149000,12302,12302,6151000,"visible_execution_drop,interval_execution_drop",4895.0,6.6716999999999995,3,"FU2609,FU2604,FU2608",20,580,290.0,4826.0,4822.483487450462,69.0,140.96016343207356,72.51651254953777,148.14405015227328,4798.246672582076,96.75332741792408,21.363999999999997,24.596695331564774,39.726952841278035,757.0,36506200.0,3063.0,548950.0000000009,persistent_10s,,,,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,FU2606|22:42:47.000,20260310,22:42:47.000,22:42:48.000,FU,FU2606,6167000,12324,12324,6171500,"visible_execution_drop,interval_execution_drop",4539.25,4.8184499999999995,2,"FU2609,FU2608",20,398,290.0,4499.0,4497.857142857143,40.25,88.67103596409099,41.39285714285688,91.18875836945944,4498.044444444445,41.20555555555529,20.0,20.0,27.080129870129895,7.0,314850.0,234.0,2897.499999999982,persistent_10s,,,,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,FU2606|09:39:51.500,20260310,09:39:51.500,09:39:52.500,FU,FU2606,45590000,19160,19160,45591500,"visible_execution_drop,interval_execution_drop",3895.5,5.1891,3,"FU2605,FU2609,FU2608",20,431,290.0,3870.0,3872.176470588235,25.5,65.46014632268002,23.323529411764863,59.87300580609644,3872.171428571429,23.32857142857165,21.2912,20.0,19.125,17.0,658270.0,45.0,3965.0000000000273,trade_recovered_3s,3.0,3.0,2.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,FU2607|22:07:00.500,20260310,22:07:00.500,,FU,FU2607,4020500,8024,8024,4020500,visible_execution_drop,4311.5,8.1543,3,"FU2605,FU2609,FU2604",20,260,290.0,4270.0,4270.0,41.5,96.25420387336192,41.5,96.25420387336192,,,22.7216,22.409473684209672,38.0,1.0,42700.0,1.0,415.0,trade_recovered_10s,4.5,,,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,FU2607|22:21:36.000,20260310,22:21:36.000,,FU,FU2607,4896000,9774,9774,4896000,visible_execution_drop,4365.5,1.4826,5,"FU2605,FU2606,FU2609,FU2604,FU2608",20,399,290.0,4345.0,4353.885714285714,20.5,46.95911121291948,11.61428571428587,26.604709000769372,,,20.0,20.0,20.5,35.0,1523860.0,35.0,4065.0000000000546,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,FU2608|22:06:42.000,20260310,22:06:42.000,22:06:43.000,FU,FU2608,4002000,8000,8000,4002000,"visible_execution_drop,interval_execution_drop",4161.5,9.6369,3,"FU2605,FU2609,FU2604",20,107,290.0,4105.0,4105.0,56.5,135.7683527574192,56.5,135.7683527574192,4105.222222222222,56.27777777777828,27.7216,27.7216,34.92857142857156,15.0,615750.0,15.0,8475.0,persistent_10s,,,,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,FU2608|22:24:00.000,20260310,22:24:00.000,,FU,FU2608,5040000,10075,10075,5040000,visible_execution_drop,4210.75,8.1543,4,"FU2605,FU2606,FU2607,FU2604",20,175,290.0,4170.0,4176.88,40.75,96.77610876922164,33.86999999999989,80.436976785608,,,38.5824,38.5824,29.25,25.0,1044220.0,25.0,8467.499999999973,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,FU2609|22:59:27.500,20260310,22:59:27.500,22:59:28.500,FU,FU2609,7167500,14240,14240,7167500,"visible_execution_drop,interval_execution_drop",4075.0,7.412999999999999,3,"FU2605,FU2604,FU2608",20,318,290.0,4021.0,4021.4,54.0,132.51533742331287,53.59999999999991,131.53374233128812,4021.0,54.0,40.0824,40.0824,26.375,10.0,402140.0,10.0,5359.999999999991,persistent_10s,,10.5,,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,L2605|13:49:03.240,20260310,13:49:03.240,13:49:04.240,L,L2605,60543240,31897,31897,60543740,"visible_execution_drop,interval_execution_drop",7756.0,3.7065,3,"L2609,L2604,L2606",20,377,290.0,7716.0,7715.615384615385,40.0,51.5729757607014,40.384615384615245,52.06886975840027,7717.076190476191,38.92380952380881,20.0,20.0,20.543706293706236,39.0,1504545.0,62.0,7874.999999999973,persistent_10s,,,,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,L2609|11:20:32.167,20260310,11:20:32.167,11:20:33.167,L,L2609,51632167,27500,27500,51632167,"visible_execution_drop,interval_execution_drop",7432.0,1.4826,3,"L2605,L2701,L2608",20,223,290.0,7402.0,7402.769230769231,30.0,40.36598493003229,29.2307692307686,39.33095967541524,7402.666666666667,29.33333333333303,20.988999999999997,20.0,14.3125,13.0,481180.0,13.0,1899.999999999959,quote_only_recovered_3s,1.0,5.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,L2609|11:20:46.667,20260310,11:20:46.667,,L,L2609,51646167,27528,27528,51646667,visible_execution_drop,7429.5,3.7065,3,"L2605,L2701,L2608",20,217,289.5,7406.0,7406.0,23.5,31.630661551921396,23.5,31.630661551921396,,,22.7216,22.7216,20.0,2.0,74060.0,6.0,235.0,trade_recovered_3s,1.0,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,MA605|21:09:06.000,20260309,21:09:06.000,21:09:07.000,MA,MA605,546000,1139,1140,546000,interval_execution_drop,2702.5,2.2239,5,"MA609,MA606,MA607,MA604,MA608",20,291,290.0,2698.0,2515.3614363778297,4.5,16.651248843663275,187.1385636221703,692.4646202485487,2584.829989440338,117.67001055966192,42.0824,54.5192,178.6385636221703,1281.0,3222178.0,1281.0,239724.50000000015,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,MA605|21:11:10.000,20260309,21:11:10.000,21:11:11.000,MA,MA605,670000,1387,1388,670000,interval_execution_drop,2691.0,2.2239,5,"MA609,MA606,MA607,MA604,MA608",20,291,290.0,2689.0,2430.668458781362,2.0,7.432181345224824,260.331541218638,967.4156121093944,2503.898589657488,187.10141034251183,48.0128,91.2504,257.831541218638,1116.0,2712626.0,1116.0,290530.0,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,MA605|21:13:10.000,20260309,21:13:10.000,21:13:11.000,MA,MA605,790000,1627,1628,790000,interval_execution_drop,2687.0,2.2239,5,"MA609,MA606,MA607,MA604,MA608",20,291,290.0,2685.0,2414.6479113384485,2.0,7.44324525493115,272.35208866155153,1013.5916958003406,2484.6662286465175,202.3337713534825,41.5824,20.0,268.35208866155153,1173.0,2832382.0,1173.0,319468.99999999994,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,MA606|21:08:16.000,20260309,21:08:16.000,21:08:17.000,MA,MA606,496000,947,948,496000,interval_execution_drop,2648.0,2.9652,5,"MA605,MA609,MA607,MA604,MA608",20,206,290.0,2644.0,2455.6666666666665,4.0,15.105740181268882,192.33333333333348,726.3343403826792,2500.7380952380954,147.2619047619046,20.2912,31.0824,187.83333333333348,33.0,81037.0,33.0,6347.0000000000055,quote_only_recovered_3s,,4.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,MA606|21:08:50.000,20260309,21:08:50.000,21:08:51.000,MA,MA606,530000,1012,1013,530000,interval_execution_drop,2639.0,1.4826,5,"MA605,MA609,MA607,MA604,MA608",20,212,290.0,2636.0,2473.3076923076924,3.0,11.367942402425165,165.69230769230762,627.8602034570202,2478.075,160.92500000000018,20.0,42.4432,160.69230769230762,39.0,96459.0,39.0,6461.999999999997,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,MA606|21:09:04.000,20260309,21:09:04.000,21:09:05.000,MA,MA606,544000,1038,1039,544000,interval_execution_drop,2637.5,5.1891,5,"MA605,MA609,MA607,MA604,MA608",20,212,290.0,2634.0,2387.3571428571427,3.5,13.270142180094783,250.14285714285737,948.40893703453,2498.7872340425533,138.71276595744666,20.0,47.8736,244.14285714285737,28.0,66846.0,28.0,7004.0000000000055,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,MA606|21:24:31.000,20260309,21:24:31.000,21:24:32.000,MA,MA606,1471000,2639,2640,1471000,interval_execution_drop,2609.5,0.7413,5,"MA605,MA609,MA607,MA604,MA608",20,130,290.0,2610.0,2481.290322580646,-0.5,-1.9160758766047137,128.20967741935465,491.318940100995,2489.4897959183672,120.01020408163276,20.0,20.0,128.20967741935465,93.0,230760.0,93.0,11923.499999999982,quote_only_recovered_3s,,,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,MA606|09:23:57.000,20260310,09:23:57.000,09:23:58.000,MA,MA606,44637000,12793,12794,44637000,interval_execution_drop,2498.5,0.7413,5,"MA605,MA609,MA607,MA604,MA608",20,103,290.0,2497.0,2440.4129032258065,1.5,6.0036021612967785,58.08709677419347,232.48787982466868,2454.1026392961876,44.39736070381241,20.0,20.0,58.08709677419347,310.0,756528.0,310.0,18006.999999999975,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,MA606|09:27:16.000,20260310,09:27:16.000,09:27:17.000,MA,MA606,44836000,13086,13087,44836000,interval_execution_drop,2496.0,1.4826,5,"MA605,MA609,MA607,MA604,MA608",20,108,290.0,2495.0,2442.6101190476193,1.0,4.006410256410256,53.389880952380736,213.90176663614076,2452.9694444444444,43.030555555555566,20.0,20.0,53.389880952380736,336.0,820717.0,336.0,17938.999999999927,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,MA607|21:09:04.000,20260309,21:09:04.000,21:09:05.000,MA,MA607,544000,993,994,544000,interval_execution_drop,2607.0,7.412999999999999,5,"MA605,MA609,MA606,MA604,MA608",20,149,290.0,2614.0,2430.875,-7.0,-26.85078634445723,176.125,675.5849635596471,2515.0975609756097,91.90243902439032,20.0,39.5856,176.125,24.0,58341.0,24.0,4227.0,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,MA607|21:10:49.000,20260309,21:10:49.000,21:10:50.000,MA,MA607,649000,1188,1189,649000,interval_execution_drop,2590.0,5.9304,5,"MA605,MA609,MA606,MA604,MA608",20,164,290.0,2599.0,2452.46875,-9.0,-34.74903474903475,137.53125,531.0086872586872,2487.975,102.02500000000008,20.0,80.3168,137.53125,32.0,78479.0,32.0,4401.0,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,MA607|21:20:07.000,20260309,21:20:07.000,21:20:08.000,MA,MA607,1207000,2115,2116,1207000,interval_execution_drop,2596.0,1.4826,5,"MA605,MA609,MA606,MA604,MA608",20,126,290.0,2598.0,2431.872340425532,-2.0,-7.704160246533128,164.127659574468,632.2328951250693,2435.7916666666665,160.20833333333348,20.0,33.0888,163.627659574468,47.0,114298.0,47.0,7713.999999999996,quote_only_recovered_3s,,9.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,MA701|21:14:37.000,20260309,21:14:37.000,21:14:38.000,MA,MA701,877000,1198,1199,877000,interval_execution_drop,2527.0,1.4826,5,"MA605,MA609,MA606,MA607,MA604",20,134,289.0,2528.0,2362.5833333333335,-1.0,-3.957261574990107,164.41666666666652,650.6397572879562,2429.7894736842104,97.2105263157896,60.303999999999995,46.8736,164.41666666666652,12.0,28351.0,12.0,1972.9999999999984,trade_recovered_3s,,2.0,1.0,
