检测器版本,参数档,验证状态,事件编号,交易日,事件时间,区间均价确认结束时间,品种,合约,事件开始序号,事件锚点开始序号,事件锚点结束序号,事件结束序号,触发原因,合理价,合理价不确定性_跳,有效参考合约数,参考合约列表,价差基线最少样本数,噪声样本数,噪声覆盖秒数,最新成交价,区间成交均价,末笔向下偏离_跳,末笔向下偏离_基点,区间均价向下偏离_跳,区间均价向下偏离_基点,一秒合并成交均价,一秒合并均价向下偏离_跳,末笔触发阈值_跳,区间均价触发阈值_跳,突发偏离_跳,事件确认深度_跳,事件确认深度_基点,确认深度来源,区间增量成交量,区间增量成交额,事件成交量,名义成交额缺口,回归标签,可见末笔恢复确认秒数,区间均价恢复确认秒数,买一恢复确认秒数,数据质量标记
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SN2602|00:29:48.000,20260112,00:29:48.000,,SN,SN2602,12588000,25085,25085,12588000,visible_execution_drop,359425.0,0.7413,3,"SN2603,SN2606,SN2608",20,411,290.0,359110.0,359257.82608695654,31.5,8.763998052444878,16.717391304345803,4.651148724864937,,,28.401999999999997,25.779839999999997,20.75,31.5,8.763998052444878,detector_event_depth,23.0,8262930.0,23.0,3844.9999999995343,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SN2602|10:39:02.000,20260112,10:39:02.000,10:39:03.000,SN,SN2602,49142000,38474,38474,49142500,"visible_execution_drop,interval_execution_drop",374115.0,1.4826,5,"SN2603,SN2604,SN2605,SN2606,SN2608",20,526,290.0,373550.0,373802.1428571429,56.5,15.10230811381527,31.285714285715947,8.362592862011935,373767.4324324324,34.75675675675738,35.44,30.687005194804208,55.0,56.5,15.10230811381527,detector_event_depth,56.0,20932920.0,71.0,17520.00000000093,trade_recovered_3s,0.5,1.5,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AD2603|22:03:33.500,20260113,22:03:33.500,,AD,AD2603,3813500,7626,7626,3813500,visible_execution_drop,23390.0,6.6716999999999995,5,"AD2602,AD2605,AD2604,AD2610,AD2608",20,214,290.0,23225.0,23298.235294117647,33.0,70.5429670799487,18.35294117647063,39.23245227975765,,,23.9004,23.2216,32.75,33.0,70.5429670799487,detector_event_depth,17.0,3960700.0,17.0,15600.000000000036,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2602|22:45:56.500,20260113,22:45:56.500,,AG,AG2602,6356500,12623,12623,6356500,visible_execution_drop,21019.25,0.37065,4,"AG2604,AG2606,AG2605,AG2608",20,437,290.0,20963.0,20992.235294117647,56.25,26.761183201113266,27.014705882353155,12.852364324299463,,,53.1584,47.227999999999994,56.25,56.25,26.761183201113266,detector_event_depth,51.0,16059060.0,51.0,20666.250000000164,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2602|01:47:06.000,20260113,01:47:06.000,01:47:07.000,AG,AG2602,17226000,31498,31498,17226000,"visible_execution_drop,interval_execution_drop",21310.0,2.9652,5,"AG2604,AG2606,AG2605,AG2608,AG2603",20,114,290.0,21234.0,21258.45762711864,76.0,35.66400750821211,51.54237288135846,24.186941755682057,21269.57692307693,40.4230769230744,25.2216,25.2216,76.0,76.0,35.66400750821211,detector_event_depth,59.0,18813735.0,59.0,45615.00000000224,trade_recovered_3s,0.5,1.5,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2602|09:02:45.500,20260113,09:02:45.500,09:02:46.500,AG,AG2602,43365500,36166,36166,43365500,visible_execution_drop,20900.5,2.9652,5,"AG2604,AG2606,AG2605,AG2608,AG2603",20,138,215.0,20800.0,20846.288,100.5,48.08497404368317,54.211999999999534,25.93813545130477,20865.793388429753,34.70661157024733,45.675799999999995,38.7541,98.5,100.5,48.08497404368317,detector_event_depth,125.0,39086790.0,125.0,101647.49999999913,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2604|22:03:05.000,20260113,22:03:05.000,,AG,AG2604,3785000,7570,7570,3785000,visible_execution_drop,21152.0,2.9652,5,"AG2606,AG2605,AG2608,AG2602,AG2603",20,578,290.0,21132.0,21149.394859813085,20.0,9.4553706505295,2.605140186915378,1.23162830319373,,,20.0,20.0,11.75,20.0,9.4553706505295,detector_event_depth,428.0,135779115.0,428.0,16724.999999996726,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2604|22:03:13.000,20260113,22:03:13.000,,AG,AG2604,3793000,7586,7586,3796000,visible_execution_drop,21087.5,1.4826,3,"AG2606,AG2602,AG2603",20,578,290.0,21065.0,21076.83417085427,22.5,10.669828097213989,10.66582914573155,5.057891711076017,,,20.0,20.0,11.625,22.5,10.669828097213989,detector_event_depth,199.0,62914350.0,1138.0,31837.500000008677,trade_recovered_3s,0.5,,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2604|22:03:33.500,20260113,22:03:33.500,,AG,AG2604,3813500,7627,7627,3813500,visible_execution_drop,20998.0,1.11195,4,"AG2606,AG2608,AG2602,AG2603",20,574,290.0,20971.0,20987.343589743592,27.0,12.85836746356796,10.65641025640798,5.074964404423269,,,25.2216,20.0,24.810609978703724,27.0,12.85836746356796,detector_event_depth,195.0,61387980.0,195.0,31169.999999993342,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2604|09:57:02.500,20260113,09:57:02.500,,AG,AG2604,46622500,46393,46393,46622500,visible_execution_drop,20876.5,4.4478,5,"AG2606,AG2605,AG2608,AG2602,AG2603",20,572,290.0,20842.0,20856.859649122805,34.5,16.525758628122528,19.640350877194575,9.4078753034247,,,28.1868,24.777110724625025,34.5,34.5,16.525758628122528,detector_event_depth,57.0,17832615.0,57.0,16792.500000001364,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2604|14:56:20.500,20260113,14:56:20.500,,AG,AG2604,64580500,66110,66110,64580500,visible_execution_drop,21026.25,1.11195,4,"AG2606,AG2608,AG2602,AG2603",20,571,290.0,21002.0,21010.492063492064,24.25,11.5332025444385,15.757936507936392,7.494411275399271,,,20.0,20.0,20.5,24.25,11.5332025444385,detector_event_depth,63.0,19854915.0,63.0,14891.24999999989,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2605|22:03:09.000,20260113,22:03:09.000,,AG,AG2605,3789000,7574,7574,3789000,visible_execution_drop,21096.5,9.6369,5,"AG2604,AG2606,AG2608,AG2602,AG2603",20,511,290.0,21071.0,21084.785714285717,25.5,12.08731306140829,11.714285714282596,5.552715243894767,,,20.0,20.0,25.5,25.5,12.08731306140829,detector_event_depth,28.0,8855610.0,28.0,4919.99999999869,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2605|22:04:02.000,20260113,22:04:02.000,,AG,AG2605,3842000,7680,7680,3842000,visible_execution_drop,20741.0,3.7065,3,"AG2604,AG2606,AG2608",20,529,290.0,20710.0,20733.21818181818,31.0,14.946241743406778,7.78181818181838,3.751901153183733,,,22.2216,20.0,31.0,31.0,14.946241743406778,detector_event_depth,55.0,17104905.0,55.0,6420.000000000164,trade_recovered_3s,1.0,,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2606|01:04:54.000,20260113,01:04:54.000,,AG,AG2606,14694000,29246,29246,14694000,visible_execution_drop,21238.75,0.7413,4,"AG2604,AG2605,AG2608,AG2603",20,362,290.0,21208.0,21221.48,30.75,14.478253192866813,17.270000000000437,8.131363663115973,,,20.0,20.0,29.25,30.75,14.478253192866813,detector_event_depth,50.0,15916110.0,50.0,12952.500000000327,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2606|01:52:25.500,20260113,01:52:25.500,,AG,AG2606,17545500,34886,34886,17547000,visible_execution_drop,21447.5,2.2239,4,"AG2604,AG2608,AG2602,AG2603",20,344,290.0,21410.0,21439.416666666668,37.5,17.48455530947663,8.08333333333212,3.768893033375508,,,22.7216,24.713380000004676,35.41246498599503,37.5,17.48455530947663,detector_event_depth,24.0,7718190.0,95.0,2909.999999999563,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2606|10:53:07.000,20260113,10:53:07.000,,AG,AG2606,49987000,51109,51109,49987000,visible_execution_drop,21225.0,0.7413,5,"AG2604,AG2605,AG2608,AG2602,AG2603",20,535,290.0,21201.0,21220.285714285717,24.0,11.307420494699649,4.714285714282596,2.221100454314533,,,22.2216,21.21700987012095,24.0,24.0,11.307420494699649,detector_event_depth,7.0,2228130.0,7.0,494.9999999996726,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2607|22:04:12.000,20260113,22:04:12.000,,AG,AG2607,3852000,7261,7261,3852000,visible_execution_drop,20646.5,3.7065,3,"AG2604,AG2605,AG2602",20,188,290.0,20616.0,20636.121212121212,30.5,14.77247959702613,10.378787878787987,5.02689941577894,,,29.651999999999997,29.151999999999997,29.75,30.5,14.77247959702613,detector_event_depth,33.0,10214880.0,33.0,5137.500000000055,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2607|22:27:36.500,20260113,22:27:36.500,22:27:37.500,AG,AG2607,5256500,10038,10038,5256500,visible_execution_drop,20559.5,2.2239,5,"AG2604,AG2606,AG2605,AG2608,AG2602",20,285,290.0,20521.0,20524.5,38.5,18.72613633600039,35.0,17.0237603054549,20534.642857142855,24.857142857144936,28.151999999999997,32.105599999985614,38.5,38.5,18.72613633600039,detector_event_depth,10.0,3078675.0,10.0,5250.0,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2608|21:22:06.500,20260113,21:22:06.500,,AG,AG2608,1326500,2653,2653,1326500,visible_execution_drop,21196.5,0.7413,5,"AG2604,AG2606,AG2605,AG2602,AG2603",20,490,290.0,21176.0,21192.666666666668,20.5,9.671408015474253,3.8333333333321207,1.808474669559654,,,20.0,20.0,20.5,20.5,9.671408015474253,detector_event_depth,18.0,5722020.0,18.0,1034.9999999996726,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2608|22:03:54.000,20260113,22:03:54.000,,AG,AG2608,3834000,7648,7648,3834000,visible_execution_drop,20857.5,7.412999999999999,4,"AG2604,AG2606,AG2605,AG2602",20,479,290.0,20835.0,20851.871794871797,22.5,10.787486515641854,5.628205128203263,2.6984083079004013,,,21.2216,21.171765034981735,22.25,22.5,10.787486515641854,detector_event_depth,39.0,12198345.0,39.0,3292.4999999989086,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2608|22:11:28.000,20260113,22:11:28.000,,AG,AG2608,4288000,8556,8556,4288000,visible_execution_drop,20841.0,5.1891,4,"AG2604,AG2606,AG2602,AG2603",20,522,290.0,20801.0,20820.615384615383,40.0,19.1929369991843,20.384615384617064,9.781015970738958,,,34.5824,30.10537128203377,35.347222222222626,40.0,19.1929369991843,detector_event_depth,13.0,4060020.0,13.0,3975.0000000003274,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2608|01:59:13.000,20260113,01:59:13.000,,AG,AG2608,17953000,35232,35232,17953000,visible_execution_drop,21362.0,2.2239,5,"AG2604,AG2606,AG2605,AG2602,AG2603",20,247,290.0,21333.0,21349.285714285717,29.0,13.575507911244266,12.714285714282596,5.951823665519425,,,24.2216,20.0,27.5,29.0,13.575507911244266,detector_event_depth,7.0,2241675.0,7.0,1334.9999999996726,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2608|14:20:32.500,20260113,14:20:32.500,,AG,AG2608,62432500,60985,60985,62433000,visible_execution_drop,21026.5,0.7413,3,"AG2606,AG2602,AG2603",20,284,290.0,20997.0,21010.285714285717,29.5,14.029914631536396,16.214285714282596,7.71135743670254,,,21.738999999999997,20.0,29.125,29.5,14.029914631536396,detector_event_depth,7.0,2206080.0,8.0,1702.4999999996726,trade_recovered_3s,1.0,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2609|22:31:40.500,20260113,22:31:40.500,,AG,AG2609,5500500,10903,10903,5500500,visible_execution_drop,20801.0,2.2239,5,"AG2604,AG2606,AG2605,AG2608,AG2602",20,240,290.0,20750.0,20761.5,51.0,24.518052016729964,39.5,18.989471660016346,,,46.4432,46.35016000000863,46.0,51.0,24.518052016729964,detector_event_depth,18.0,5605605.0,18.0,10665.0,trade_recovered_3s,1.0,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2610|21:27:20.000,20260113,21:27:20.000,,AG,AG2610,1640000,3269,3269,1640000,visible_execution_drop,21155.5,1.4826,5,"AG2604,AG2606,AG2605,AG2608,AG2602",20,151,290.0,21123.0,21147.0,32.5,15.36243530051287,8.5,4.017867693980288,,,24.2216,24.2216,25.5,32.5,15.36243530051287,detector_event_depth,9.0,2854845.0,9.0,1147.5,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2611|22:11:37.000,20260113,22:11:37.000,,AG,AG2611,4297000,8496,8496,4297000,visible_execution_drop,20862.5,3.7065,5,"AG2604,AG2606,AG2605,AG2608,AG2602",20,163,290.0,20813.0,20813.8,49.5,23.72678250449371,48.70000000000073,23.34331935290628,,,40.5128,38.81840000002465,49.5,49.5,23.72678250449371,detector_event_depth,5.0,1561035.0,5.0,3652.5000000000546,trade_recovered_3s,2.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,IC2603|10:14:53.500,20260113,10:14:53.500,,IC,IC2603,47693500,5364,5364,47693500,visible_execution_drop,8151.199999999999,3.7064999999865154,3,"IC2601,IC2606,IC2602",20,458,290.0,8145.6,8149.1,27.999999999992724,6.870154087739898,10.499999999992724,2.576307782901346,,,27.15200000005848,27.1519999998944,26.49999999999636,27.999999999992724,6.870154087739898,detector_event_depth,10.0,16298200.0,10.0,4199.99999999709,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,IM2602|14:33:11.500,20260113,14:33:11.500,,IM,IM2602,63191500,21320,21320,63191500,visible_execution_drop,8214.650000000001,8.524949999990561,2,"IM2603,IM2601",20,150,290.0,8201.0,8207.6,68.25000000000728,16.616654391850478,35.25000000000546,8.582228092494617,,,60.80399999999636,60.80399999999636,61.25,68.25000000000728,16.616654391850478,detector_event_depth,10.0,16415200.0,10.0,14100.000000002185,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,IM2602|14:41:40.000,20260113,14:41:40.000,,IM,IM2602,63700000,22198,22198,63700000,visible_execution_drop,8190.4,1.3484168448485431e-11,3,"IM2603,IM2601,IM2606",20,217,289.5,8181.0,8185.058536585366,46.99999999999818,11.476850947450233,26.70731707316918,6.521614835214197,,,46.943200000125934,46.943200000072,44.24999999999727,46.99999999999818,11.476850947450233,detector_event_depth,41.0,67117480.0,41.0,43799.99999999745,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,LC2609|10:08:27.613,20260113,10:08:27.613,,LC,LC2609,47307190,6271,6271,47307613,visible_execution_drop,170580.0,6.6716999999999995,4,"LC2605,LC2607,LC2603,LC2606",20,262,289.91,169880.0,169875.0588235294,35.0,41.03646382928831,35.2470588235301,41.32613298573115,,,23.2216,20.79009411764651,28.147715561663063,35.0,41.03646382928831,detector_event_depth,85.0,14439380.0,156.0,59920.00000000117,trade_recovered_3s,0.583,,0.583,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,LC2610|13:48:16.600,20260113,13:48:16.600,,LC,LC2610,60496600,9933,9933,60496600,visible_execution_drop,170060.0,3.7065,3,"LC2605,LC2607,LC2603",20,110,289.54,169360.0,169390.0,35.0,41.16194284370222,33.5,39.39785957897213,,,31.4574,31.7074,34.5,35.0,41.16194284370222,detector_event_depth,10.0,1693900.0,10.0,6700.0,quote_only_recovered_3s,4.004,,0.262,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,NI2602|11:28:49.500,20260113,11:28:49.500,,NI,NI2602,52129500,44857,44857,52131000,"visible_execution_drop,interval_execution_drop",142000.0,0.7413,3,"NI2603,NI2605,NI2609",20,577,290.0,141720.0,141959.69565217392,28.0,19.718309859154928,4.030434782608063,2.83833435394934,,,20.0,20.0,24.75,28.0,19.718309859154928,detector_event_depth,230.0,32650730.0,632.0,9269.999999998545,trade_recovered_3s,0.5,1.5,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,NI2603|22:02:02.000,20260113,22:02:02.000,22:02:03.000,NI,NI2603,3722000,7431,7431,3722000,visible_execution_drop,142862.5,0.7413,4,"NI2605,NI2604,NI2609,NI2606",20,467,290.0,142630.0,142652.55319148937,23.25,16.27438971038586,20.994680851063457,14.695725506037943,142665.7723577236,19.672764227641164,20.0,20.0,23.25,23.25,16.27438971038586,detector_event_depth,141.0,20114010.0,141.0,29602.499999999476,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,NI2603|22:02:11.000,20260113,22:02:11.000,,NI,NI2603,3731000,7449,7449,3731000,visible_execution_drop,142485.0,0.7413,5,"NI2602,NI2605,NI2604,NI2609,NI2606",20,469,290.0,142230.0,142350.48780487804,25.5,17.896620696915463,13.451219512196255,9.440446020420575,,,20.0,20.0,25.235294117647573,25.5,17.896620696915463,detector_event_depth,41.0,5836370.0,41.0,5515.000000000466,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,NI2603|22:03:16.000,20260113,22:03:16.000,22:03:17.000,NI,NI2603,3796000,7579,7579,3796000,interval_execution_drop,141667.5,2.59455,4,"NI2602,NI2605,NI2609,NI2606",20,499,290.0,141560.0,141430.75555555554,10.75,7.588190657702014,23.674444444445545,16.711274247407164,141449.86595174263,21.763404825737233,20.0,20.0,17.833535353536718,21.763404825737233,15.36231303985546,detector_event_depth,225.0,31821920.0,225.0,53267.500000002474,trade_recovered_3s,,1.5,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,NI2603|22:04:19.000,20260113,22:04:19.000,22:04:20.000,NI,NI2603,3859000,7705,7705,3859000,"visible_execution_drop,interval_execution_drop",140905.0,5.1891,5,"NI2602,NI2605,NI2604,NI2609,NI2606",20,520,290.0,140640.0,140701.02040816323,26.5,18.80699762251162,20.397959183674537,14.476391315904008,140693.53846153847,21.146153846153176,24.7216,20.216776923075596,18.479729729729296,26.5,18.80699762251162,detector_event_depth,98.0,13788700.0,98.0,19990.000000001048,trade_recovered_3s,0.5,1.5,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,NI2603|22:06:29.500,20260113,22:06:29.500,,NI,NI2603,3989500,7966,7966,3989500,visible_execution_drop,139795.0,7.412999999999999,5,"NI2602,NI2605,NI2604,NI2609,NI2606",20,556,290.0,139270.0,139561.3432835821,52.5,37.554991237168714,23.36567164178996,16.714239881104447,,,31.651999999999997,27.374141741895787,45.125,52.5,37.554991237168714,detector_event_depth,268.0,37402440.0,268.0,62619.99999999709,trade_recovered_3s,0.5,,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,NI2603|11:28:51.000,20260113,11:28:51.000,11:28:52.000,NI,NI2603,52131000,43950,43950,52131000,"visible_execution_drop,interval_execution_drop",142185.0,3.7065,3,"NI2602,NI2604,NI2609",20,446,290.0,141860.0,141890.0518134715,32.5,22.85754474803953,29.494818652849062,20.74397345208641,141902.00757575757,28.29924242424313,20.0,20.0,30.596153846153175,32.5,22.85754474803953,detector_event_depth,193.0,27384780.0,193.0,56924.99999999869,trade_recovered_3s,0.5,1.5,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,NI2603|14:07:10.000,20260113,14:07:10.000,,NI,NI2603,61630000,48545,48545,61630000,visible_execution_drop,139872.5,3.33585,4,"NI2605,NI2604,NI2609,NI2606",20,522,290.0,139650.0,139700.07874015748,22.25,15.907344188457344,17.242125984252198,12.327030677404206,,,20.0,20.0,21.318181818182342,22.25,15.907344188457344,detector_event_depth,127.0,17741910.0,127.0,21897.50000000029,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,NI2607|21:06:48.500,20260113,21:06:48.500,,NI,NI2607,408500,817,817,408500,visible_execution_drop,144320.0,2.2238999999999995,5,"NI2602,NI2603,NI2605,NI2604,NI2609",20,126,290.0,143760.0,143760.0,56.0,38.80266075388027,56.0,38.80266075388027,,,36.3601,33.0824,56.0,56.0,38.80266075388027,detector_event_depth,2.0,287520.0,2.0,1120.0,trade_recovered_3s,0.5,,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SN2602|21:10:11.500,20260113,21:10:11.500,,SN,SN2602,611500,1223,1223,611500,visible_execution_drop,380105.0,5.1891,5,"SN2603,SN2604,SN2605,SN2606,SN2607",20,469,290.0,379560.0,379924.79591836734,54.5,14.338143407742598,18.020408163266257,4.740902688274623,,,51.4432,47.529163636368075,36.25,54.5,14.338143407742598,detector_event_depth,98.0,37232630.0,98.0,17660.00000000093,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SN2602|22:03:40.000,20260113,22:03:40.000,,SN,SN2602,3820000,7640,7640,3820000,visible_execution_drop,379795.0,8.895599999999998,5,"SN2603,SN2604,SN2605,SN2606,SN2607",20,434,290.0,379210.0,379496.7924528302,58.5,15.4030463802841,29.820754716981902,7.851802871807659,,,51.4084,48.776544761944514,38.48648648648523,58.5,15.4030463802841,detector_event_depth,53.0,20113330.0,53.0,15805.000000000407,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SN2602|22:48:09.000,20260113,22:48:09.000,22:48:10.000,SN,SN2602,6489000,12978,12978,6489000,interval_execution_drop,379075.0,5.745075,4,"SN2604,SN2605,SN2606,SN2607",20,492,290.0,378700.0,378219.6721311475,37.5,9.892501483875222,85.53278688524733,22.56355256486113,378323.12727272726,75.1872727272741,53.8736,45.58543525640273,73.06056466302543,75.1872727272741,19.834405520615736,detector_event_depth,183.0,69214200.0,183.0,156525.00000000262,trade_recovered_3s,,1.5,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SN2602|00:24:17.500,20260113,00:24:17.500,,SN,SN2602,12257500,24445,24445,12257500,visible_execution_drop,382585.0,2.2238999999999995,4,"SN2604,SN2605,SN2606,SN2607",20,371,290.0,382160.0,382325.0,42.5,11.108642523883582,26.0,6.795875426375838,,,38.5824,35.6172,29.875,42.5,11.108642523883582,detector_event_depth,26.0,9940450.0,26.0,6760.0,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SN2602|00:37:05.500,20260113,00:37:05.500,,SN,SN2602,13025500,25951,25951,13025500,visible_execution_drop,383667.5,4.81845,4,"SN2604,SN2605,SN2606,SN2607",20,378,290.0,383200.0,383372.0,46.75,12.185030006450898,29.55,7.701981533489285,,,35.0824,32.3672,39.3333333333343,46.75,12.185030006450898,detector_event_depth,10.0,3833720.0,10.0,2955.0,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SN2602|11:27:33.500,20260113,11:27:33.500,,SN,SN2602,52053500,44441,44441,52053500,visible_execution_drop,389795.0,7.412999999999999,3,"SN2603,SN2604,SN2605",20,383,290.0,389260.0,389346.4516129032,53.5,13.725163226824357,44.85483870967873,11.50728939819103,,,48.5128,48.49245714286784,42.75,53.5,13.725163226824357,detector_event_depth,93.0,36209220.0,93.0,41715.00000000122,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SN2602|11:28:50.500,20260113,11:28:50.500,11:28:51.500,SN,SN2602,52130500,44595,44595,52130500,"visible_execution_drop,interval_execution_drop",385000.0,5.9304,5,"SN2603,SN2604,SN2605,SN2606,SN2607",20,312,290.0,384280.0,384261.6666666667,72.0,18.7012987012987,73.8333333333314,19.17748917748867,384220.58252427186,77.94174757281435,56.747,51.0294399999852,33.51190476190241,77.94174757281435,20.24460975917256,detector_event_depth,36.0,13833420.0,36.0,26579.9999999993,quote_only_recovered_3s,0.5,5.0,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SN2602|11:29:06.000,20260113,11:29:06.000,11:29:07.000,SN,SN2602,52146000,44626,44626,52146000,visible_execution_drop,384025.0,8.895599999999998,3,"SN2605,SN2606,SN2607",20,290,290.0,383390.0,383370.7272727273,63.5,16.535381811080008,65.4272727272706,17.037243077213883,383515.3333333333,50.96666666666861,58.2296,52.483800000011506,32.01388888888759,63.5,16.535381811080008,detector_event_depth,55.0,21085390.0,55.0,35984.999999998836,trade_recovered_3s,1.0,,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SN2602|13:59:45.000,20260113,13:59:45.000,,SN,SN2602,61185000,48303,48303,61185000,visible_execution_drop,384000.0,2.9652,5,"SN2603,SN2604,SN2605,SN2606,SN2607",20,470,290.0,383500.0,383886.6666666667,50.0,13.020833333333332,11.333333333331392,2.9513888888883835,,,38.9052,31.617199999999997,47.75,50.0,13.020833333333332,detector_event_depth,57.0,21881540.0,57.0,6459.999999998894,trade_recovered_3s,0.5,,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SN2603|22:40:58.000,20260113,22:40:58.000,22:40:59.000,SN,SN2603,6058000,12113,12113,6058000,"visible_execution_drop,interval_execution_drop",382050.0,7.412999999999999,5,"SN2602,SN2604,SN2605,SN2606,SN2607",20,430,290.0,381380.0,381510.75,67.0,17.536971600575843,53.925,14.114644680015704,381606.51515151514,44.34848484848626,45.227999999999994,39.8489733333343,59.94444444444379,67.0,17.536971600575843,detector_event_depth,40.0,15260430.0,40.0,21570.0,trade_recovered_3s,0.5,1.5,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SN2603|23:50:08.000,20260113,23:50:08.000,,SN,SN2603,10208000,20401,20401,10208000,visible_execution_drop,384470.0,2.59455,4,"SN2602,SN2605,SN2606,SN2607",20,238,290.0,383890.0,384201.90476190473,58.0,15.0857023955055,26.80952380952658,6.97311202682305,,,43.4432,43.4432,58.0,58.0,15.0857023955055,detector_event_depth,21.0,8068240.0,21.0,5630.000000000582,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SN2603|00:21:38.000,20260113,00:21:38.000,,SN,SN2603,12098000,24100,24100,12098000,visible_execution_drop,384112.5,7.78365,5,"SN2602,SN2604,SN2605,SN2606,SN2607",20,153,290.0,383770.0,383900.0,34.25,8.91665853102932,21.25,5.532233395164178,,,31.367199999999997,31.367199999999997,31.25,34.25,8.91665853102932,detector_event_depth,4.0,1535600.0,4.0,850.0,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,SN2603|00:23:16.500,20260113,00:23:16.500,,SN,SN2603,12196500,24284,24284,12196500,visible_execution_drop,383640.0,2.2238999999999995,5,"SN2602,SN2604,SN2605,SN2606,SN2607",20,152,290.0,383100.0,383447.5,54.0,14.075695964967158,19.25,5.017724950474403,,,38.4226,35.5824,43.5,54.0,14.075695964967158,detector_event_depth,16.0,6135160.0,16.0,3080.0,trade_recovered_3s,0.5,,0.5,
